7.57195377,-0.00032969,0.00009420,0.99934161,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.57785416,0.00015859,0.00021627,0.99958575,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.58372402,0.00003652,0.00046041,1.00031817,-0.00432533,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.58960295,-0.00008555,0.00033834,1.00153887,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.59658289,0.00028067,0.00058248,1.00178301,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.60246992,0.00064688,0.00058248,1.00092852,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.60833216,0.00052481,0.00033834,1.00056231,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.61422300,0.00015859,0.00021627,1.00056231,0.05670983,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.62006617,0.00052481,0.00033834,1.00117266,0.05670983,0.05190390,0.02114606,0.00000000,0.00000000,0.00000000
7.62709188,0.00040274,0.00046041,1.00178301,0.05670983,-0.00913125,0.08218122,0.00000000,0.00000000,0.00000000
7.63293409,0.00015859,0.00058248,1.00227129,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.63882780,0.00052481,0.00046041,1.00117266,-0.06536049,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.64467478,0.00052481,0.00033834,1.00044024,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.65170097,0.00015859,0.00046041,1.00031817,-0.06536049,0.05190390,-0.03988910,0.00000000,0.00000000,0.00000000
7.65753889,-0.00008555,0.00009420,1.00056231,0.05670983,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.66342402,0.00015859,-0.00014994,1.00092852,-0.00432533,0.05190390,-0.03988910,0.00000000,0.00000000,0.00000000
7.66927624,0.00040274,-0.00014994,1.00117266,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.67517185,0.00040274,0.00033834,1.00056231,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.68214417,0.00003652,0.00021627,1.00056231,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.68803596,-0.00020762,0.00033834,1.00092852,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.69388008,-0.00008555,0.00046041,1.00129473,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.69977188,-0.00008555,0.00046041,1.00092852,-0.00432533,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.70684290,0.00003652,0.00070455,1.00141680,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.71273088,0.00003652,0.00070455,1.00141680,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.71857309,0.00040274,0.00046041,1.00117266,-0.06536049,0.05190390,-0.03988910,0.00000000,0.00000000,0.00000000
7.72445393,0.00003652,0.00009420,1.00190508,0.05670983,-0.07016641,-0.03988910,0.00000000,0.00000000,0.00000000
7.73028994,0.00028067,0.00009420,1.00117266,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.73738194,0.00028067,0.00009420,1.00068438,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.74322081,-0.00020762,0.00021627,1.00092852,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.74910879,-0.00008555,0.00033834,1.00080645,-0.00432533,0.05190390,-0.03988910,0.00000000,0.00000000,0.00000000
7.75494909,0.00015859,0.00058248,1.00092852,0.05670983,0.05190390,0.02114606,0.00000000,0.00000000,0.00000000
7.76194191,0.00003652,0.00058248,0.99958575,-0.06536049,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.76780319,0.00003652,0.00021627,0.99946368,-0.06536049,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.77369690,-0.00008555,0.00009420,0.99946368,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.77954817,-0.00008555,0.00009420,0.99982989,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.78543901,0.00015859,0.00033834,1.00153887,-0.06536049,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.79241610,-0.00008555,0.00009420,1.00227129,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.79831219,-0.00045176,0.00009420,1.00288165,-0.00432533,0.05190390,0.02114606,0.00000000,0.00000000,0.00000000
7.80416203,0.00015859,0.00021627,1.00300372,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.81004477,0.00052481,0.00033834,1.00129473,-0.00432533,0.05190390,0.02114606,0.00000000,0.00000000,0.00000000
7.81701708,0.00015859,0.00021627,1.00105059,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.82290983,0.00064688,-0.00014994,1.00153887,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.82877398,0.00040274,0.00009420,1.00214922,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.83467007,0.00015859,0.00021627,1.00239336,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.84051514,-0.00020762,0.00033834,1.00202715,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.84754705,-0.00057383,0.00009420,1.00068438,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.85339117,-0.00045176,0.00009420,1.00019610,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.85927677,-0.00045176,-0.00014994,1.00056231,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.86513281,-0.00045176,-0.00014994,1.00080645,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.87215185,0.00015859,-0.00014994,1.00080645,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.87800598,0.00028067,-0.00027202,1.00129473,0.05670983,-0.07016641,-0.03988910,0.00000000,0.00000000,0.00000000
7.88390017,0.00003652,-0.00014994,1.00202715,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.88974524,-0.00020762,0.00009420,1.00202715,-0.00432533,0.05190390,0.08218122,0.00000000,0.00000000,0.00000000
7.89562798,0.00040274,0.00082662,1.00166094,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
7.90260792,0.00040274,0.00021627,1.00105059,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.90848207,0.00015859,-0.00039409,1.00117266,-0.06536049,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.91433477,0.00028067,-0.00027202,1.00263751,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.92022610,0.00028067,-0.00027202,1.00275958,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
7.92719984,0.00015859,-0.00002787,1.00275958,-0.00432533,0.05190390,0.02114606,0.00000000,0.00000000,0.00000000
7.93308878,0.00076895,-0.00014994,1.00251544,0.05670983,0.05190390,0.02114606,0.00000000,0.00000000,0.00000000
7.93893480,0.00076895,-0.00014994,1.00129473,-0.00432533,0.05190390,-0.03988910,0.00000000,0.00000000,0.00000000
7.94482708,0.00003652,0.00033834,1.00068438,-0.06536049,0.11293906,-0.03988910,0.00000000,0.00000000,0.00000000
7.95135689,-0.00057383,0.00058248,1.00092852,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.95880413,-0.00008555,0.00058248,1.00141680,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.96480608,0.00015859,0.00070455,1.00178301,0.05670983,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.97068882,0.00003652,0.00058248,1.00129473,0.05670983,-0.00913125,0.08218122,0.00000000,0.00000000,0.00000000
7.97654486,-0.00008555,0.00021627,1.00129473,-0.00432533,0.05190390,0.02114606,0.00000000,0.00000000,0.00000000
7.98356724,-0.00008555,0.00033834,1.00129473,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.98942089,-0.00032969,0.00058248,1.00178301,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
7.99532080,-0.00020762,-0.00014994,1.00202715,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
8.00116825,0.00015859,-0.00063823,1.00239336,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
8.00705719,0.00015859,-0.00063823,1.00251544,-0.00432533,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
8.01403236,-0.00008555,0.00021627,1.00202715,0.11774498,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
8.01992226,-0.00032969,0.00033834,1.00190508,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
8.02577305,-0.00069590,0.00021627,1.00214922,-0.00432533,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
8.03170967,-0.00045176,0.00033834,1.00239336,0.05670983,-0.13120157,0.08218122,0.00000000,0.00000000,0.00000000
8.03868961,0.00052481,0.00046041,1.00263751,0.05670983,-0.07016641,0.02114606,0.00000000,0.00000000,0.00000000
8.04458523,-0.00020762,0.00009420,1.00263751,-0.00432533,-0.00913125,0.02114606,0.00000000,0.00000000,0.00000000
8.05042839,-0.00069590,0.00009420,1.00251544,-0.00432533,-0.00913125,-0.03988910,0.00000000,0.00000000,0.00000000
